ad_id,scraped_date,type,city,region,price,area,bedrooms,bathrooms,level_numeric,level_label,furnished
194163899,2026-05-10,apartment,Cairo,Rehab City,7500.0,110.0,2,2,0.0,Ground,no
194163895,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,11000.0,350.0,5,4,1.0,1,no
194163823,2026-05-10,apartment,Giza,6th Of October,30000.0,170.0,1,2,2.0,2,yes
194163817,2026-05-10,apartment,Giza,Dokki,9000.0,200.0,5,2,1.0,1,no
194163804,2026-05-10,apartment,Giza,Sheikh Zayed,4000.0,98.0,3,1,3.0,3,no
194163752,2026-05-10,apartment,Cairo,Madinaty,15000.0,235.0,4,3,0.0,Ground,no
194163727,2026-05-10,apartment,Giza,Hadayek 6th Of October,3200.0,140.0,3,3,1.0,1,no
194163582,2026-05-10,studio,Giza,Agouza,6000.0,70.0,1,1,4.0,4,yes
194163721,2026-05-10,apartment,Cairo,Heliopolis,6500.0,145.0,2,2,10.0,10+,unknown
194163670,2026-05-10,apartment,Cairo,Madinaty,6000.0,124.0,3,2,2.0,2,yes
194163669,2026-05-10,apartment,Giza,Sheikh Zayed,8000.0,160.0,3,2,1.0,1,no
194163654,2026-05-10,apartment,Cairo,Rehab City,7500.0,131.0,3,2,4.0,4,no
194163651,2026-05-10,apartment,Cairo,Heliopolis,12000.0,145.0,2,2,7.0,7,yes
192408378,2026-05-10,apartment,Cairo,Sheraton,6500.0,120.0,3,1,1.0,1,no
194163626,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000.0,142.0,2,3,1.0,1,unknown
194163624,2026-05-10,apartment,Cairo,New Nozha,4500.0,120.0,3,1,5.0,5,yes
194163574,2026-05-10,apartment,Cairo,Rehab City,20000.0,108.0,3,1,2.0,2,yes
194163360,2026-05-10,apartment,Cairo,Shorouk City,3500.0,95.0,3,1,3.0,3,no
192364652,2026-05-10,apartment,Cairo,Sheraton,4500.0,120.0,2,1,10.0,10,no
194163509,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000.0,143.0,3,2,1.0,1,no
194163459,2026-05-10,apartment,Cairo,Madinaty,4200.0,58.0,1,1,0.0,Ground,no
194163455,2026-05-10,apartment,Cairo,Madinaty,10500.0,143.0,3,2,3.0,3,no
194163407,2026-05-10,studio,Cairo,Madinaty,8500.0,60.0,1,1,0.0,Ground,yes
194163401,2026-05-10,apartment,Cairo,Heliopolis,12000.0,200.0,3,3,3.0,3,no
194163392,2026-05-10,apartment,Cairo,Rehab City,12000.0,162.0,3,3,4.0,4,yes
194163304,2026-05-10,apartment,Alexandria,Asafra,4500.0,165.0,3,2,1.0,1,unknown
192366864,2026-05-10,apartment,Cairo,Sheraton,5500.0,120.0,3,1,2.0,2,no
194163324,2026-05-10,apartment,Cairo,Madinaty,9000.0,114.0,3,2,5.0,5,yes
194163266,2026-05-10,apartment,Alexandria,Roushdy,25000.0,120.0,2,1,5.0,5,yes
194163264,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000.0,165.0,3,3,3.0,3,no
194163233,2026-05-10,apartment,Cairo,Rehab City,15000.0,99.0,2,1,3.0,3,yes
192413115,2026-05-10,apartment,Cairo,Nasr City,11000.0,210.0,3,2,9.0,9,unknown
192379406,2026-05-10,apartment,Cairo,Nasr City,17000.0,220.0,4,2,10.0,10,no
194163157,2026-05-10,apartment,Cairo,Madinaty,8500.0,149.0,3,2,0.0,Ground,no
194163156,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,16500.0,242.0,3,3,0.0,Ground,unknown
194162913,2026-05-10,apartment,Giza,6th Of October,5500.0,200.0,3,2,3.0,3,unknown
193125027,2026-05-10,apartment,Alexandria,Smoha,6200.0,110.0,2,1,10.0,10+,no
192450396,2026-05-10,apartment,Cairo,Nasr City,40000.0,500.0,10,5,1.0,1,no
192427958,2026-05-10,apartment,Cairo,Nasr City,15000.0,500.0,3,3,10.0,10,no
194163101,2026-05-10,apartment,Cairo,Rehab City,12000.0,89.0,2,2,2.0,2,yes
193826447,2026-05-10,apartment,Cairo,Maadi,10000.0,120.0,2,2,1.0,1,yes
194163086,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000.0,134.0,2,2,2.0,2,no
194163048,2026-05-10,apartment,Cairo,Rehab City,25000.0,136.0,3,2,0.0,Ground,yes
194163016,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,13000.0,88.0,1,2,1.0,1,yes
194162990,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6500.0,140.0,3,1,3.0,3,unknown
194162987,2026-05-10,apartment,Cairo,Heliopolis,7500.0,180.0,3,2,6.0,6,no
194162962,2026-05-10,apartment,Cairo,Rehab City,12000.0,90.0,2,1,2.0,2,yes
194162959,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000.0,200.0,3,3,1.0,1,unknown
194162953,2026-05-10,apartment,Cairo,Rehab City,12000.0,90.0,2,1,2.0,2,yes
194155506,2026-05-10,studio,Cairo,Madinaty,4800.0,92.0,2,1,3.0,3,no
